Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude,Agency Description,Color Description,Body Style Description
4560828801,01/10/2023,1024,,0000,NE,0,,MERZ,PA,BK,11050 RIVERSIDE DR,,53,80.56E4+,RED ZONE,93,6449196.595177,1878059.774717,53 - DOT - VALLEY,BLACK,PASSENGER CAR
4559849545,01/10/2023,1036,,0000,CA,202311,,FORD,VN,WT,631 HILL ST S,,56,80.56E4+,RED ZONE,93,6484867.885603,1839548.809061,56 - DOT - CENTRAL,WHITE,VAN
4561095711,01/10/2023,1108,,0000,CA,202307,,FORD,PA,BK,3001 JAMES M WOOD BLVD W,489R2,54,80.56E4+,RED ZONE,93,99999,99999,54 - DOT - HOLLYWOOD,BLACK,PASSENGER CAR
4561074011,01/10/2023,1100,,0000,CA,202310,,KIA,PA,RD,543 ST ANDREWS PL,,54,80.56E4+,RED ZONE,93,,,54 - DOT - HOLLYWOOD,RED,PASSENGER CAR
4560331064,01/10/2023,1019,,0000,CA,202307,,JEEP,PA,GY,601 DETROIT ST S,,54,80.56E4+,RED ZONE,93,6457146.183388,1846181.422185,54 - DOT - HOLLYWOOD,GREY,PASSENGER CAR
4561135762,01/10/2023,1111,,0000,CA,202209,,TOYT,PA,WT,795 CROCKER ST S,,56,80.56E4+,RED ZONE,93,6486444.966642,1836250.453437,56 - DOT - CENTRAL,WHITE,PASSENGER CAR
4559741196,01/10/2023,1115,,0000,CA,202205,,TOYT,PA,SL,4781 SEPULVEDA BL,,53,80.56E4+,RED ZONE,93,6420640.900856,1879964.598874,53 - DOT - VALLEY,SILVER,PASSENGER CAR
4561172545,01/10/2023,1053,,0000,CA,202305,,TOYT,PA,GO,360 35TH ST W,,55,80.56E4+,RED ZONE,93,6477438.006403,1829436.938646,55 - DOT - SOUTHERN,GOLD,PASSENGER CAR
4561095674,01/10/2023,1022,,0000,CA,202311,,CHEV,PA,BK,3751 2ND ST W,489R2,54,80.56E4+,RED ZONE,93,6471709.750657,1848429.04677,54 - DOT - HOLLYWOOD,BLACK,PASSENGER CAR
4560405942,01/10/2023,906,,0000,ME,12,,MAZD,PA,GY,3701 HALLDALE AVE,,55,80.56E4+,RED ZONE,93,6469876.469128,1830151.492581,55 - DOT - SOUTHERN,GREY,PASSENGER CAR
4560757795,01/10/2023,1045,,0000,CA,202206,,DODG,PA,GO,1400 25TH ST E,,55,80.56E4+,RED ZONE,93,6466800.908366,1721489.298195,55 - DOT - SOUTHERN,GOLD,PASSENGER CAR
4560757773,01/10/2023,1036,,0000,CA,0,,KIA,PA,WT,2501 NAOMI AVE,,55,80.56E4+,RED ZONE,93,6485343.078911,1829241.948896,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4560405990,01/10/2023,1041,,0000,CA,202301,,FORD,PA,BK,1100 EXPOSITION BLVD,,55,80.56E4+,RED ZONE,93,6472449.69856,1829195.102953,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4561181461,01/10/2023,1108,,0000,CA,202305,,HYUN,PA,BK,8500 WADSWORTH AVE,,55,80.56E4+,RED ZONE,93,6483256.181432,1808314.091664,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4561062472,01/10/2023,1013,,0000,CA,202311,,INTL,BU,WT,6931 VAN NUYS BLVD,,53,80.56E4+,RED ZONE,93,6425978.261175,1894198.148381,53 - DOT - VALLEY,WHITE,BUS
4561172486,01/10/2023,852,,0000,CA,202303,,DODG,PA,RD,8125 HOOVER ST,,55,80.56E4+,RED ZONE,93,,,55 - DOT - SOUTHERN,RED,PASSENGER CAR
4560567174,01/10/2023,821,,0000,CA,202401,,TOYT,PA,GY,1069 RONAN AVE,,55,80.56E4+,RED ZONE,93,6479018.730982,1743825.547228,55 - DOT - SOUTHERN,GREY,PASSENGER CAR
4560256536,01/10/2023,845,,0000,CA,202303,,BMW,PA,BK,443 SAN PEDRO ST S,,56,80.56E4+,RED ZONE,93,6487898.335361,1838790.509941,56 - DOT - CENTRAL,BLACK,PASSENGER CAR
4561095722,01/10/2023,1114,,0000,CA,0,,NISS,PA,BK,3301 JAMES M WOOD BLVD W,489R2,54,80.56E4+,RED ZONE,93,6469868.415302,1842857.106054,54 - DOT - HOLLYWOOD,BLACK,PASSENGER CAR
4560499053,01/10/2023,1046,,0000,CA,202307,,TOYT,PA,BL,420 UNION DR,,56,80.56E4+,RED ZONE,93,6480623.797059,1843932.101488,56 - DOT - CENTRAL,BLUE,PASSENGER CAR
4560741905,01/10/2023,1108,,0000,CA,202308,,AUDI,PA,SL,5128 FERNDALE ST,,55,80.56E4+,RED ZONE,93,,,55 - DOT - SOUTHERN,SILVER,PASSENGER CAR
4560379283,01/10/2023,1046,,0000,MO,202308,,TSMR,PA,RD,11173 HERRICK AVE,,53,80.56E4+,RED ZONE,93,6435767.616572,1921975.473369,53 - DOT - VALLEY,RED,PASSENGER CAR
4561077636,01/10/2023,1107,,0000,CA,202311,,MERZ,PA,WT,732 SPRING ST S,,56,80.56E4+,RED ZONE,93,6489711.957225,1844483.926189,56 - DOT - CENTRAL,WHITE,PASSENGER CAR
4560410982,01/10/2023,1045,,0000,CA,202206,,HYUN,PA,SL,2600 4TH ST W,,54,80.56E4+,RED ZONE,93,6477236.006779,1845969.504834,54 - DOT - HOLLYWOOD,SILVER,PASSENGER CAR
4560137094,01/10/2023,1038,,0000,CA,202309,,VOLK,PA,BK,7051 WILLOUGHBY AV,,54,80.56E4+,RED ZONE,93,6457878.167593,1854249.235002,54 - DOT - HOLLYWOOD,BLACK,PASSENGER CAR
4560405916,01/10/2023,834,,0000,TN,202311,,FORD,PA,WT,400 47TH PL W,,55,80.56E4+,RED ZONE,93,6476372.077594,1822549.936777,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4559673064,01/10/2023,837,,0000,CA,202212,,TOYT,VN,GY,401 UNION AVE S,,56,80.56E4+,RED ZONE,93,6480421.876045,1844263.510367,56 - DOT - CENTRAL,GREY,VAN
4561058364,01/10/2023,856,,0000,CA,202209,,HOND,PA,RD,17850 HALSTED ST,330R1,53,80.56E4+,RED ZONE,93,6404014.097196,1911929.472515,53 - DOT - VALLEY,RED,PASSENGER CAR
4560405953,01/10/2023,907,,0000,CA,202304,,HYUN,PA,RD,3600 HALLDALE AVE,,55,80.56E4+,RED ZONE,93,6469875.345784,1830482.664307,55 - DOT - SOUTHERN,RED,PASSENGER CAR
4560741872,01/10/2023,918,,0000,CA,202308,,NISS,PA,WT,3651 RUTHELEN ST,,55,80.56E4+,RED ZONE,93,6466879.49389,1830253.161364,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4559855856,01/10/2023,837,,0000,CA,202309,,LEXS,PA,GY,10600 VALLEYHEART DR,,53,80.56E4+,RED ZONE,93,6452456.862282,1874193.62042,53 - DOT - VALLEY,GREY,PASSENGER CAR
4561147625,01/10/2023,1026,,0000,CA,202307,,TOYT,PA,BK,4315 HOOVER ST S,,55,80.56E4+,RED ZONE,93,6474634.54017,1824382.527603,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4560538942,01/10/2023,1036,,0000,CA,3,,HNO,CM,WT,626 WILSHIRE BL W,,56,80.56E4+,RED ZONE,93,6484037.59205,1840004.330302,56 - DOT - CENTRAL,WHITE,COMMERCIAL
4561035323,01/10/2023,1028,,0000,CA,202303,,DODG,PA,SL,9715 BROADWAY  S,,55,80.56E4+,RED ZONE,93,6477244.26673,1803345.234875,55 - DOT - SOUTHERN,SILVER,PASSENGER CAR
4560963735,01/10/2023,1058,,0000,CA,202302,,CHEV,PA,SL,700 DUNSMUIR AVE,,51,80.56E4+,RED ZONE,93,6456184.275798,1845220.711046,51 - DOT - WESTERN,SILVER,PASSENGER CAR
4561056102,01/10/2023,1312,,0000,CA,0,,CHEV,PA,BL,700 NORMANDIE AV S,,54,80.56E4+,RED ZONE,93,6470692.108841,1852925.414451,54 - DOT - HOLLYWOOD,BLUE,PASSENGER CAR
4561137534,01/10/2023,1253,,0000,CA,202301,,CHEV,PA,SL,301 WITMER ST,,56,80.56E4+,RED ZONE,93,6481867.401341,1843975.829336,56 - DOT - CENTRAL,SILVER,PASSENGER CAR
4560567281,01/10/2023,1302,,0000,CA,202204,,JEEP,PA,WT,344 OPP ST E,,55,80.56E4+,RED ZONE,93,6480748.667144,1743403.511329,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4561070780,01/10/2023,1259,,0000,CA,202201,,ALFA,PA,GY,825 HILL ST,,56,80.56E4+,RED ZONE,93,6484079.341093,1838535.001239,56 - DOT - CENTRAL,GREY,PASSENGER CAR
4560836000,01/10/2023,1257,,0000,CA,202211,,TOYT,PA,WT,6600 SAN PEDRO ST,,55,80.56E4+,RED ZONE,93,6479946.302222,1815107.031138,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4560954602,01/10/2023,1231,,0000,CA,202306,,CHEV,PA,WT,8600 BARING CROSS ST,,55,80.56E4+,RED ZONE,93,6473925.891672,1807965.773174,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4561098566,01/10/2023,1222,,0000,CA,202305,,HOND,PA,WT,335 AVENUE 26 W,,56,80.56E4+,RED ZONE,93,6495112.129398,1852024.474749,56 - DOT - CENTRAL,WHITE,PASSENGER CAR
4561098544,01/10/2023,1219,,0000,CA,202305,,TOYT,PA,SL,335 AVENUE 26 W,,56,80.56E4+,RED ZONE,93,6495112.129398,1852024.474749,56 - DOT - CENTRAL,SILVER,PASSENGER CAR
4561051854,01/10/2023,1306,,0000,CA,202303,,CADI,PA,GY,826 LOS ANGELES ST S,,56,80.56E4+,RED ZONE,93,6485086.419631,1837618.856139,56 - DOT - CENTRAL,GREY,PASSENGER CAR
4560567303,01/10/2023,1306,,0000,CA,202212,,NISS,PA,BK,1003 BANNING BLVD N,,55,80.56E4+,RED ZONE,93,6483234.418163,1743501.769588,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4560951883,01/10/2023,1230,,0000,CA,9,,FRHT,TK,BN,333 2ND ST E,,56,80.56E4+,RED ZONE,93,6486839.087976,1841624.383369,56 - DOT - CENTRAL,BROWN,TRUCK
4560988062,01/10/2023,1307,,0000,CA,2,,CHEV,VN,WT,311 WALL ST S,,56,80.56E4+,RED ZONE,93,6487770.939547,1839832.491947,56 - DOT - CENTRAL,WHITE,VAN
4560953983,01/10/2023,1313,,0000,CA,202311,,HYUN,PA,GY,200 WINSTON ST,,56,80.56E4+,RED ZONE,93,6486853.665364,1839461.106738,56 - DOT - CENTRAL,GREY,PASSENGER CAR
4560893013,01/10/2023,1238,,0000,CA,202301,,CHEV,PA,BK,3142 2ND ST E,,56,80.56E4+,RED ZONE,93,6500889.624402,1836162.215623,56 - DOT - CENTRAL,BLACK,PASSENGER CAR
4560835985,01/10/2023,1252,,0000,CA,202303,,TOYT,PA,GY,6800 SAN PEDRO ST,,55,80.56E4+,RED ZONE,93,6479944.834933,1814446.880729,55 - DOT - SOUTHERN,GREY,PASSENGER CAR
4560437372,01/10/2023,1220,,0000,CA,202210,,HOND,PA,WT,10600 WADSWORTH AVE,,55,80.56E4+,RED ZONE,93,6483205.02671,1800691.127649,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4560953865,01/10/2023,1228,,0000,CA,202304,,JEEP,PA,WT,619 HILL ST S,,56,80.56E4+,RED ZONE,93,6484917.715566,1839612.673881,56 - DOT - CENTRAL,WHITE,PASSENGER CAR
4561043841,01/10/2023,1236,,0000,CA,0,,UNK,PA,WT,101 VIGNES ST S,,56,80.56E4+,RED ZONE,93,6490814.15788,1840088.130175,56 - DOT - CENTRAL,WHITE,PASSENGER CAR
4559555722,01/10/2023,1229,,0000,CA,202306,,KIA,PA,WT,7800 ROSEWOOD AVE W,0401B,54,80.56E4+,RED ZONE,93,6452832.399766,1851763.081347,54 - DOT - HOLLYWOOD,WHITE,PASSENGER CAR
4560787884,01/10/2023,1219,,0000,PA,202212,,HOND,PA,BL,11800 TEXAS AVE,,51,80.56E4+,RED ZONE,93,6422045.786366,1839455.66366,51 - DOT - WESTERN,BLUE,PASSENGER CAR
4560893046,01/10/2023,1305,,0000,CA,202309,,FORD,PA,RD,2141 PARKSIDE AVE,,56,80.56E4+,RED ZONE,93,6501072.060183,1847830.20953,56 - DOT - CENTRAL,RED,PASSENGER CAR
4561071572,01/10/2023,1230,,0000,CA,202310,,MERZ,PA,BK,2200 BEACHWOOD DR N,,54,80.56E4+,RED ZONE,93,6464353.338643,1862598.744416,54 - DOT - HOLLYWOOD,BLACK,PASSENGER CAR
4561022060,01/10/2023,1301,,0000,CA,0,,CHEV,PA,BK,5200 YORK BLVD,,56,80.56E4+,RED ZONE,93,6500336.59539,1866355.203708,56 - DOT - CENTRAL,BLACK,PASSENGER CAR
4560226064,01/10/2023,1303,,0000,CA,202401,,TOYT,PA,WT,14561 VENTURA BL,,53,80.56E4+,RED ZONE,93,6425503.020476,1877689.8319,53 - DOT - VALLEY,WHITE,PASSENGER CAR
4560893002,01/10/2023,1225,,0000,CA,202208,,NISS,PA,BL,3500 OLYMPIC BL E,,56,80.56E4+,RED ZONE,93,,,56 - DOT - CENTRAL,BLUE,PASSENGER CAR
4560905230,01/10/2023,1240,,0000,CA,202305,,INFI,PA,GY,3200 PICO BL W,,51,80.56E4+,RED ZONE,93,6467274.887358,1839700.012206,51 - DOT - WESTERN,GREY,PASSENGER CAR
4560567270,01/10/2023,1259,,0000,CA,202302,,HOND,PA,GY,344 OPP ST E,,55,80.56E4+,RED ZONE,93,6480748.667144,1743403.511329,55 - DOT - SOUTHERN,GREY,PASSENGER CAR
4561035474,01/10/2023,1228,,0000,CA,202301,,HOND,PA,SL,1703 107TH ST E,,55,80.56E4+,RED ZONE,93,6488040.498256,1800144.174436,55 - DOT - SOUTHERN,SILVER,PASSENGER CAR
4561022056,01/10/2023,1238,,0000,PA,202106,,HYUN,PA,GY,701 CESAR E CHAVEZ W,,56,80.56E4+,RED ZONE,93,99999,99999,56 - DOT - CENTRAL,GREY,PASSENGER CAR
4559256704,01/10/2023,1258,,0000,CA,202305,,GMC,PA,SL,300 BOYD ST,,56,80.56E4+,RED ZONE,93,6487680.216108,1839646.870176,56 - DOT - CENTRAL,SILVER,PASSENGER CAR
4560303182,01/10/2023,1241,,0000,CA,202309,,FRHT,TK,BN,321 12TH ST E,,56,80.56E4+,RED ZONE,93,6482065.734587,1836963.896473,56 - DOT - CENTRAL,BROWN,TRUCK
4560877580,01/10/2023,1258,,0000,CA,202304,,HOND,PA,GY,11100 MISSOURI AV W,,51,80.56E4+,RED ZONE,93,6427729.754501,1838755.782236,51 - DOT - WESTERN,GREY,PASSENGER CAR
4561201470,01/10/2023,1242,,0000,CA,202309,,TOYT,VN,GY,2513 60TH ST W,,55,80.56E4+,RED ZONE,93,6464439.829815,1817249.534855,55 - DOT - SOUTHERN,GREY,VAN
4560547644,01/10/2023,1224,,0000,CA,0,,CHEV,PU,WT,5648 HOLLYWOOD BL,,54,80.56E4+,RED ZONE,93,6466994.791147,1859544.005327,54 - DOT - HOLLYWOOD,WHITE,PICK-UP TRUCK
4561137545,01/10/2023,1254,,0000,CA,202308,,NISS,PA,SL,300 WITMER ST,,56,80.56E4+,RED ZONE,93,6481867.401341,1843975.829336,56 - DOT - CENTRAL,SILVER,PASSENGER CAR
4560953891,01/10/2023,1238,,0000,CA,202306,,NISS,PA,SL,550 HILL ST S,,56,80.56E4+,RED ZONE,93,6485190.881091,1839963.04419,56 - DOT - CENTRAL,SILVER,PASSENGER CAR
4561063824,01/10/2023,1223,,0000,CA,0,,MERZ,PA,BL,5601 4TH ST W,,54,80.56E4+,RED ZONE,93,6457807.681107,1846901.541998,54 - DOT - HOLLYWOOD,BLUE,PASSENGER CAR
4560743972,01/10/2023,1251,,0000,CA,202211,,LEXS,PA,GY,10800 CHANDLER BL,,53,80.56E4+,RED ZONE,93,6450651.486354,1883761.796232,53 - DOT - VALLEY,GREY,PASSENGER CAR
4560967176,01/10/2023,1239,,0000,CA,202208,,HOND,PA,BK,1209 8TH ST E,,56,80.56E4+,RED ZONE,93,6480485.511275,1840601.085134,56 - DOT - CENTRAL,BLACK,PASSENGER CAR
4544940271,01/10/2023,1244,,0000,CA,202309,,VOLK,PA,SL,10795 WOODBINE ST,,51,80.56E4+,RED ZONE,93,6435969.190627,1831671.432502,51 - DOT - WESTERN,SILVER,PASSENGER CAR
4561225480,01/10/2023,1313,,0000,CA,202010,,HOND,PA,GY,201 WINSTON ST,,56,80.56E4+,RED ZONE,93,6486853.665364,1839461.106738,56 - DOT - CENTRAL,GREY,PASSENGER CAR
4560953924,01/10/2023,1254,,0000,CA,12,,BMW,PA,WT,339 WALL ST S,,56,80.56E4+,RED ZONE,93,6487667.982944,1839621.888622,56 - DOT - CENTRAL,WHITE,PASSENGER CAR
4560835996,01/10/2023,1254,,0000,CA,202211,,TOYT,PA,WT,6600 SAN PEDRO ST,,55,80.56E4+,RED ZONE,93,6479946.302222,1815107.031138,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4559256682,01/10/2023,1251,,0000,CA,202305,,NISS,PA,WT,224 BOYD ST,,56,80.56E4+,RED ZONE,93,6487424.220953,1839830.060022,56 - DOT - CENTRAL,WHITE,PASSENGER CAR
4559256693,01/10/2023,1256,,0000,CA,202304,,TOYT,PA,WT,224 BOYD ST,,56,80.56E4+,RED ZONE,93,6487424.220953,1839830.060022,56 - DOT - CENTRAL,WHITE,PASSENGER CAR
4561225476,01/10/2023,1312,,0000,CA,0,,FORD,PA,WT,201 WINSTON ST,,56,80.56E4+,RED ZONE,93,6486853.665364,1839461.106738,56 - DOT - CENTRAL,WHITE,PASSENGER CAR
4560764132,01/10/2023,1240,,0000,CA,202305,,HOND,PA,SL,4017 DENKER AVE,,55,80.56E4+,RED ZONE,93,,,55 - DOT - SOUTHERN,SILVER,PASSENGER CAR
4560827143,01/10/2023,1254,,0000,CA,202306,,HOND,PA,BK,3192 MCCLINTOCK AVE,,55,80.56E4+,RED ZONE,93,6474692.833855,1831657.82348,55 - DOT - SOUTHERN,BLACK,PASSENGER CAR
4560479291,01/10/2023,1220,,0000,CA,202304,,KIA,PA,WT,1400 CREST DR,,51,80.56E4+,RED ZONE,93,6444329.988662,1842721.731785,51 - DOT - WESTERN,WHITE,PASSENGER CAR
4558268374,01/10/2023,1236,,0000,CA,0,,BMW,PA,BN,800 32ND ST W,,55,80.56E4+,RED ZONE,93,6476286.255422,1831508.474031,55 - DOT - SOUTHERN,BROWN,PASSENGER CAR
4561051832,01/10/2023,1255,,0000,CA,12,,NISS,PA,BL,900 SANTEE ST S,,56,80.56E4+,RED ZONE,93,6484915.792081,1837053.49875,56 - DOT - CENTRAL,BLUE,PASSENGER CAR
4560256632,01/10/2023,1226,,0000,CA,202305,,LEXS,PA,SL,601 SAN PEDRO ST S,,56,80.56E4+,RED ZONE,93,6487371.694021,1837852.036229,56 - DOT - CENTRAL,SILVER,PASSENGER CAR
4560787873,01/10/2023,1212,,0000,CA,202303,,GMC,PU,BK,11821 TEXAS AVE,,51,80.56E4+,RED ZONE,93,6421925.227082,1839369.936967,51 - DOT - WESTERN,BLACK,PICK-UP TRUCK
4560774175,01/10/2023,1232,,0000,CA,202302,,LNDR,PA,SL,900 WESTWOOD BL,,51,80.56E4+,RED ZONE,93,6426801.859848,1845652.201006,51 - DOT - WESTERN,SILVER,PASSENGER CAR
4560835963,01/10/2023,1235,,0000,CA,202211,,ACUR,PA,WT,5100 TOWNE AVE,,55,80.56E4+,RED ZONE,93,6480615.953718,1821237.695001,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4561098555,01/10/2023,1220,,0000,CA,202212,,FORD,PA,RD,335 AVENUE 26 W,,56,80.56E4+,RED ZONE,93,6495112.129398,1852024.474749,56 - DOT - CENTRAL,RED,PASSENGER CAR
4560892991,01/10/2023,1222,,0000,CA,202207,,DODG,PA,WT,1263 LORENA ST S,,56,80.56E4+,RED ZONE,93,6499345.674825,1829819.650279,56 - DOT - CENTRAL,WHITE,PASSENGER CAR
4561069424,01/10/2023,1248,,0000,CA,202206,,ACUR,PA,GY,300 BOYD ST,,56,80.56E4+,RED ZONE,93,6487680.216108,1839646.870176,56 - DOT - CENTRAL,GREY,PASSENGER CAR
4560764143,01/10/2023,1257,,0000,CA,202304,,HOND,PA,GN,4697 PINAFORE ST,,55,80.56E4+,RED ZONE,93,,,55 - DOT - SOUTHERN,GREEN,PASSENGER CAR
4558093374,01/10/2023,1221,,0000,CA,202302,,FORD,PU,WT,900 CARONDELET ST S,,54,80.56E4+,RED ZONE,93,6475943.33026,1842623.590702,54 - DOT - HOLLYWOOD,WHITE,PICK-UP TRUCK
4558268385,01/10/2023,1241,,0000,CA,202308,,TOYT,PA,GY,3300 HOOVER ST,,55,80.56E4+,RED ZONE,93,6475634.769903,1831719.926068,55 - DOT - SOUTHERN,GREY,PASSENGER CAR
4560842904,01/10/2023,1219,,0000,CA,0,,FORD,CM,GY,780 PICO BLVD E,,56,80.56E4+,RED ZONE,93,6480265.715735,1837373.853682,56 - DOT - CENTRAL,GREY,COMMERCIAL
4560774186,01/10/2023,1238,,0000,CA,202202,,CHRY,PA,BK,10900 WEYBURN AV,,51,80.56E4+,RED ZONE,93,6426797.871187,1845451.348495,51 - DOT - WESTERN,BLACK,PASSENGER CAR
4559741222,01/10/2023,1224,,0000,CA,202302,,VOLK,PA,BK,5500 MANTON AVE,,53,80.56E4+,RED ZONE,93,6367844.035301,1884899.295569,53 - DOT - VALLEY,BLACK,PASSENGER CAR
4560736434,01/10/2023,1306,,0000,CA,202306,,NISS,PA,SL,14803 VANOWEN ST,,53,80.56E4+,RED ZONE,93,6423973.981708,1893266.270589,53 - DOT - VALLEY,SILVER,PASSENGER CAR
4560905274,01/10/2023,1256,,0000,CA,202304,,CHEV,PA,BK,1200 QUEEN ANNE PL,,51,80.56E4+,RED ZONE,93,6461291.584164,1841326.589229,51 - DOT - WESTERN,BLACK,PASSENGER CAR
4560850560,01/10/2023,1304,,0000,CA,202209,,KIA,PA,WT,1147 10TH ST E,,56,80.56E4+,RED ZONE,93,6487112.821928,1834262.533402,56 - DOT - CENTRAL,WHITE,PASSENGER CAR
4561063846,01/10/2023,1240,,0000,FL,202306,,NISS,PA,BL,7155 OAKWOOD AVE W,,54,80.56E4+,RED ZONE,93,6457125.278411,1851044.089689,54 - DOT - HOLLYWOOD,BLUE,PASSENGER CAR
4560479302,01/10/2023,1222,,0000,CA,202301,,RROV,PA,WT,1400 CREST DR,,51,80.56E4+,RED ZONE,93,6444329.988662,1842721.731785,51 - DOT - WESTERN,WHITE,PASSENGER CAR
4560872164,01/10/2023,1207,,0000,CA,202312,,BMW,PA,WT,15215 SUNSET BLVD,,51,80.56E4+,RED ZONE,93,6402781.125473,1839643.666309,51 - DOT - WESTERN,WHITE,PASSENGER CAR
4560905160,01/10/2023,1137,,0000,CA,202305,,NISS,PA,YE,4100 WASHINGTON BL W,,51,80.56E4+,RED ZONE,93,6462139.424288,1837056.462388,51 - DOT - WESTERN,YELLOW,PASSENGER CAR
4560987981,01/10/2023,1137,,0000,CA,202308,,HOND,PA,BK,645 MAIN ST S,,56,80.56E4+,RED ZONE,93,6485759.381633,1838731.673995,56 - DOT - CENTRAL,BLACK,PASSENGER CAR
4560547622,01/10/2023,1207,,0000,CA,0,,BMW,PA,GY,1805 VINE ST N,,54,80.56E4+,RED ZONE,93,6462767.404694,1860361.889716,54 - DOT - HOLLYWOOD,GREY,PASSENGER CAR
4561156773,01/10/2023,1206,,0000,MN,0,,TOYT,PA,RD,6201 LEXINGTON AVE,,54,80.56E4+,RED ZONE,93,6463434.034054,1856224.353837,54 - DOT - HOLLYWOOD,RED,PASSENGER CAR
4561095755,01/10/2023,1150,,0000,CA,202306,,TOYT,PA,GN,500 OXFORD AV N,489R2,54,80.56E4+,RED ZONE,93,6468408.556586,1851596.37291,54 - DOT - HOLLYWOOD,GREEN,PASSENGER CAR
4561035426,01/10/2023,1151,,0000,CA,202305,,CHEV,PA,WT,10014 BROADWAY  S,,55,80.56E4+,RED ZONE,93,6477303.048648,1802635.83812,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4561024624,01/10/2023,1132,,0000,CA,202308,,FORD,PA,WT,10501 WALL ST,,55,80.56E4+,RED ZONE,93,,,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4560256606,01/10/2023,1148,,0000,CA,202302,,FORD,PA,WT,333 2ND ST E,,56,80.56E4+,RED ZONE,93,6486839.087976,1841624.383369,56 - DOT - CENTRAL,WHITE,PASSENGER CAR
4561160785,01/10/2023,1120,,0000,CA,202310,,PONT,PA,GY,205 GABRIEL GARCIA MARQUEZ ST,,56,80.56E4+,RED ZONE,93,6493825.734757,1840169.704602,56 - DOT - CENTRAL,GREY,PASSENGER CAR
4561070706,01/10/2023,1207,,0000,CA,202308,,JEEP,PA,BK,725 7TH ST W,,56,80.56E4+,RED ZONE,93,6483527.129928,1840010.047533,56 - DOT - CENTRAL,BLACK,PASSENGER CAR
4561088475,01/10/2023,1214,,0000,CA,202401,,TOYT,VN,GY,12251 EL DORADO AVE,,53,80.56E4+,RED ZONE,93,6425469.570506,1928235.319749,53 - DOT - VALLEY,GREY,VAN
4561026234,01/10/2023,1147,,0000,TN,0,,UNK,TR,BK,552 140TH ST W,,55,80.56E4+,RED ZONE,93,6475674.930943,1787792.54809,55 - DOT - SOUTHERN,BLACK,TRAILER
4560303145,01/10/2023,1207,,0000,CA,202306,,CHEV,PU,WT,1220 8TH ST E,,56,80.56E4+,RED ZONE,93,6480355.901495,1840671.70483,56 - DOT - CENTRAL,WHITE,PICK-UP TRUCK
4561035393,01/10/2023,1124,,0000,CA,1,,TSMR,PA,WT,245 103RD ST W,,55,80.56E4+,RED ZONE,93,6477628.942805,1801693.462691,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4560170985,01/10/2023,1215,,0000,CA,202211,,TSMR,PA,GY,1100 WESTWOOD BLVD,,51,80.56E4+,RED ZONE,93,6426785.91156,1844802.890514,51 - DOT - WESTERN,GREY,PASSENGER CAR
4561035382,01/10/2023,1119,,0000,CA,202303,,CHEV,PA,WT,200 105TH ST W,,55,80.56E4+,RED ZONE,93,6477894.241009,1801033.87991,55 - DOT - SOUTHERN,WHITE,PASSENGER CAR
4561201455,01/10/2023,1145,,0000,CA,202201,,CADI,PA,GN,840 133RD ST,,55,80.56E4+,RED ZONE,93,6473594.453599,1790218.983587,55 - DOT - SOUTHERN,GREEN,PASSENGER CAR
4560842845,01/10/2023,1128,,0000,CA,0,,OTHR,CM,WT,628 WILSHIRE BL W,,56,80.56E4+,RED ZONE,93,,,56 - DOT - CENTRAL,WHITE,COMMERCIAL
4561104774,01/10/2023,1139,,0000,CA,202308,,BMW,PA,BL,4930 VENICE BLVD,0102R,51,80.56E4+,RED ZONE,93,6457271.613366,1839293.775691,51 - DOT - WESTERN,BLUE,PASSENGER CAR
4560856193,01/10/2023,1118,,0000,CA,0,,VOLK,PA,BK,902 WOOSTER ST,0103R,51,80.56E4+,RED ZONE,93,6445845.088409,1844764.500097,51 - DOT - WESTERN,BLACK,PASSENGER CAR
4561026153,01/10/2023,1128,,0000,CA,0,,UNK,TR,BL,541 140TH ST W,,55,80.56E4+,RED ZONE,93,6475720.002562,1787792.471403,55 - DOT - SOUTHERN,BLUE,TRAILER
4561077743,01/10/2023,1144,,0000,CA,8,,ISU,TK,WT,720 MAIN ST S,,56,80.56E4+,RED ZONE,93,6485407.53097,1838371.193836,56 - DOT - CENTRAL,WHITE,TRUCK
